review_id,author,story,acting,visuals,sounds,values,overall
rw10393210,melvillek112,-2.0,-2.0,,,-2.0,-2
rw10425437,imdbfan-8925321502,0.0,1.0,1.0,0.0,,1
rw10395527,fishstep,1.0,-1.0,-1.0,-1.0,1.0,1
rw10397492,svpinut,-2.0,-2.0,,0.0,,-2
rw10408118,AuxiAuxi,-1.0,,,,-1.0,-2
rw10400846,mdredoyofficial,-2.0,-2.0,-2.0,,,-2
rw10401059,imdbfan-3220364227,-2.0,,,,,-2
rw10417361,imdbfan-2028063002,-2.0,,,,,-2
rw10393057,Filmrecensenten,-2.0,-2.0,1.0,-2.0,,-2
rw10410328,jojoredfox22-647-782613,1.0,2.0,2.0,1.0,2.0,1
rw10398029,Rodrigo_01,-2.0,-1.0,-2.0,,,-2
rw8650599,Rubyred441,1.0,2.0,,,,2
rw10403875,geraldblaceri,-2.0,-2.0,-2.0,,,-2
rw10408058,jjeffreym,-2.0,-1.0,,,,-2
rw10397941,imdbfan-8437393605,-2.0,-2.0,-2.0,,,-2
rw10404482,hammoudraghid-97223,,-2.0,,,,-2
rw10400637,Kuks_19,-2.0,-1.0,-2.0,,-2.0,-2
rw10388717,cricketbat,-1.0,-2.0,1.0,-1.0,,-1
rw10397247,NageTopGun,-2.0,-2.0,-2.0,,-2.0,-2
rw10396534,jaskicedin,-2.0,-2.0,-2.0,,,-2
rw10425192,franjav23,,,-1.0,1.0,,0
rw10412865,mortradio,-2.0,-2.0,-2.0,-1.0,-2.0,-2
rw10401145,Omar-f-t-1994,-2.0,-2.0,-2.0,-2.0,,-2
rw10400703,martijnaschutz,-2.0,,0.0,-2.0,,-2
rw10417413,imdbfan-5856004933,-2.0,,-1.0,-1.0,,-2
rw10396671,fionajanssen,-2.0,-2.0,,0.0,,-2
rw10397530,imdbfan-4822454342,-2.0,-1.0,,,-1.0,-2
rw10425260,aschiraya,1.0,1.0,1.0,1.0,,1
rw10392594,jonathankitavi,1.0,2.0,,,1.0,1
rw10424227,imdbfan-9059809196,-2.0,-1.0,-2.0,-1.0,,-2
rw10396286,casasolanorisse,-2.0,-2.0,,,,-2
rw10400672,RecklessTurtle,-2.0,1.0,-2.0,,-1.0,-1
rw10407282,hasin-53586,-2.0,-2.0,-1.0,,,-2
rw10400899,imdbfan-7809693476,,,-2.0,,-1.0,-2
rw10395150,sonal-08699,-2.0,-2.0,-2.0,-1.0,,-2
rw10406665,imdbfan-2657971687,-2.0,-2.0,-1.0,-1.0,,-2
rw10392635,imdbfan-1119755024,0.0,,1.0,1.0,1.0,1
rw10391576,RoyRxsh,0.0,,-1.0,,,1
rw10395896,zdhcb,-2.0,,-2.0,,-2.0,-2
rw10407939,imdbfan-6802772223,-2.0,-2.0,-1.0,-2.0,,-2
rw10400747,foolishcop-48489,-2.0,-2.0,,,,-2
rw10397356,E-Hortn,-2.0,-1.0,-2.0,,-2.0,-2
rw10392328,Tomaslillebror,-1.0,-1.0,-1.0,,,-1
rw10398256,miaamer-81078,-1.0,-2.0,-2.0,,,-2
rw10396430,wjmcginn-59112,1.0,2.0,1.0,1.0,1.0,1
rw10391220,ericknupp,-1.0,1.0,1.0,-1.0,0.0,0
rw10392747,natesarenathans,-2.0,-1.0,-1.0,,,-2
rw10391437,MagicMagicHoarderDance,-2.0,,-2.0,,-2.0,-2
rw10400130,fcper,-1.0,-1.0,-2.0,,,-2
rw10407501,imdbfan-2546281667,-2.0,-2.0,-2.0,-2.0,,-2
rw10407997,imdbfan-5600150956,-2.0,,-2.0,,-2.0,-2
rw10400653,imdbfan-9103893833,-2.0,-2.0,-2.0,,,-2
rw10411547,imnobody-40041,-2.0,-2.0,-2.0,,,-2
rw10400464,rwertz1-809-693740,1.0,1.0,-1.0,1.0,,1
rw10397897,gjmyaya,1.0,,1.0,2.0,1.0,1
rw10395339,utcrystal,-2.0,,1.0,,-1.0,-1
rw10395949,imdbfan-0495178318,-2.0,,,,,-2
rw10420184,Jakeyboehm,-2.0,-2.0,-2.0,,,-2
rw10397677,chrismap-12150,-1.0,,,-1.0,,-1
rw10407938,deaneaston,-2.0,,-2.0,,-2.0,-2
rw10403328,imdbfan-8254459112,-2.0,-2.0,,,,-2
rw10420003,mikermcdougall,1.0,1.0,1.0,1.0,,1
rw10393147,mxbrecher,0.0,1.0,2.0,-1.0,,1
rw10400289,pimisi,-2.0,,,,-1.0,-1
rw10400043,imdbfan-2490207482,-1.0,-1.0,1.0,,,-1
rw10397765,murphysenigma,-2.0,,-2.0,,,-2
rw10392792,bridgetterecinos,-1.0,1.0,,1.0,-1.0,0
rw10407524,imdbfan-2812577922,-2.0,-2.0,-2.0,,-2.0,-2
rw10407898,imdbfan-5988389409,-2.0,,-2.0,,,-2
rw10406967,joe_the_blade,-1.0,-1.0,1.0,-1.0,,-1
rw10407581,imdbfan-3399420252,-2.0,,-2.0,,,-2
rw10407283,imdbfan-5480780548,-2.0,-2.0,-2.0,,,-2
rw10429411,Audrey_Zed,1.0,1.0,1.0,1.0,,1
rw10398632,K0LZ,-2.0,,,,-1.0,-2
rw10394296,kevin_robbins,-1.0,1.0,-1.0,-1.0,,0
rw10407285,imdbfan-0159900425,-2.0,,-2.0,-2.0,,-2
rw10407435,nfjrnfzd,-1.0,-1.0,-1.0,,0.0,-2
rw10400338,imdbfan-2602988860,-2.0,-2.0,-2.0,,,-2
rw10395211,pkrevolutionist,-1.0,-1.0,-1.0,-1.0,,-1
rw10407781,imdbfan-3183746162,-2.0,-2.0,-2.0,,,-2
rw10407776,adama1x,-2.0,-2.0,-2.0,,,-2
rw10412175,imdbfan-2360311063,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10406915,yashbee,-2.0,-2.0,-2.0,-2.0,,-2
rw10403126,zareens,-2.0,-2.0,-2.0,,-2.0,-2
rw10415068,cassmcbride-44072,1.0,1.0,1.0,,1.0,1
rw10404207,danjelhysenajbosi,-2.0,,,,,-2
rw10395396,imdbfan-2544876146,-2.0,-1.0,-2.0,-2.0,,-2
rw10398637,imdbfan-8736843399,-2.0,1.0,1.0,,-1.0,-1
rw10407185,jorgestalling,-2.0,-2.0,-2.0,,-2.0,-2
rw10395781,justinstewart-37636,-2.0,-2.0,-2.0,,,-2
rw10399118,elginlam-08455,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10395225,imdbfan-2830344968,-2.0,,,,-2.0,-2
rw10395226,fatpuffin-572-191416,-2.0,-1.0,-2.0,,,-2
rw10395941,surveysforweston,-2.0,-2.0,-2.0,,-2.0,-2
rw10396376,imdbfan-4256212916,-1.0,-1.0,,-1.0,,-1
rw10413773,saileach-96471,-2.0,-2.0,-2.0,-2.0,,-2
rw10405191,imdbfan-2439287013,1.0,,0.0,,1.0,1
rw7161130,HabibieHakim123,1.0,1.0,,-1.0,,1
rw10421858,imdbfan-9600517406,-2.0,-1.0,,,,-2
rw10407013,imdbfan-5433339862,-2.0,-1.0,,,-2.0,-1
rw10400976,imdbfan-8652017365,-1.0,0.0,-2.0,1.0,,-1
rw10399392,oblivion-65043,-2.0,,-2.0,,,-2
rw10394626,Jacobymugatu,-2.0,-2.0,,-2.0,,-2
rw10390986,harrisononimdb,-2.0,-2.0,,,,-2
rw10400436,imdbfan-0811500157,-2.0,-2.0,,,-1.0,-2
rw10396848,imdbfan-9104718744,-1.0,-1.0,-1.0,-1.0,,-1
rw10411175,cfltotalhealthcsj,-2.0,-1.0,-1.0,,,-1
rw10391024,jmljr-81488,1.0,,1.0,1.0,1.0,1
rw10395500,krmondejar,1.0,1.0,,1.0,1.0,1
rw10394988,kaitlinlmoore,-2.0,-2.0,-2.0,,,-2
rw10395514,alexanderbahchevanov1,-2.0,-1.0,-2.0,1.0,,-2
rw10398824,rafaelsalvan,-2.0,-2.0,-2.0,-2.0,,-2
rw10396570,banky-19550,-2.0,-2.0,,,-2.0,-2
rw10395071,dawnmhudspeth,-1.0,-1.0,-2.0,,,-2
rw10398895,imdbfan-8732080241,-2.0,-2.0,,-2.0,,-2
rw10426008,Kirpianuscus,-1.0,-1.0,,,-1.0,-1
rw10397568,ritaoleam,0.0,2.0,1.0,1.0,,1
rw10398318,imdbfan-4736927373,0.0,1.0,1.0,0.0,,1
rw10395168,rmacachek,-1.0,,-1.0,,,-1
rw10407550,james-g-jordan13,-2.0,-1.0,-2.0,,,-2
rw10395163,dwebster83,-2.0,-2.0,-2.0,,,-2
rw10407735,imdbfan-1366856157,-2.0,-2.0,,,,-2
rw10394157,mdstueve-1,-2.0,-2.0,-2.0,,,-2
rw10398552,matsulle-99278,-2.0,-2.0,-1.0,,,-2
rw10393464,dryrun,-2.0,-1.0,,,,-2
rw10391309,vent89-802-230910,-2.0,-1.0,,-1.0,,-2
rw10389891,namob-43673,-2.0,-1.0,,,,-1
rw10410538,lijppie,-2.0,,,,,-2
rw10405578,Batsy1501,-1.0,1.0,0.0,-1.0,,-1
rw10395247,imdbfan-0739030598,-2.0,-2.0,-2.0,,-1.0,-2
rw10405310,1492problems,0.0,-1.0,-1.0,,1.0,1
rw10406746,MunaymReviews,-2.0,-2.0,-2.0,-2.0,,-2
rw10423916,KrMaCoW,-2.0,-2.0,-2.0,-2.0,,-2
rw10391456,imdbfan-5018250093,-1.0,-1.0,,-1.0,-1.0,-2
rw10396656,Simonscoop,-1.0,-1.0,-1.0,-1.0,,-1
rw10404809,MovieCriticOnline,-2.0,-1.0,-2.0,,-1.0,-2
rw10391050,imdbfan-2468280347,-1.0,-2.0,-2.0,-2.0,-1.0,-2
rw10416205,sahaz,-2.0,-2.0,-2.0,-2.0,,-2
rw10414227,imdbfan-3353700985,-2.0,-1.0,-2.0,-1.0,-2.0,-2
rw10416323,imdbfan-6670712687,-2.0,,0.0,,,-1
rw10397494,imdbfan-8132657790,-2.0,-1.0,-2.0,-2.0,,-2
rw10395263,martin-81393,-2.0,-2.0,-2.0,-2.0,,-2
rw10392241,Nico-Scaeva,-2.0,,,,-2.0,-2
rw10394798,andywheeler-11072,1.0,1.0,1.0,1.0,,1
rw10416750,imdbfan-3157206342,-2.0,-2.0,-1.0,,,-2
rw10397270,imdbfan-4098732319,-2.0,-2.0,-2.0,,-2.0,-2
rw10407540,ian-47918,0.0,-1.0,1.0,-1.0,,0
rw10403834,imdbfan-4648469393,-2.0,-2.0,-2.0,,,-2
rw10394926,cliffcarson-502-470231,-1.0,-1.0,0.0,-2.0,1.0,-1
rw10402654,pfqrcgg,-2.0,-2.0,-2.0,,-2.0,-2
rw10421632,imdbfan-7397861819,-2.0,,-1.0,-1.0,,-2
rw10398134,prommie,-2.0,-2.0,-2.0,-1.0,-2.0,-2
rw10413998,imdbfan-4682530099,-1.0,-1.0,,-1.0,,-1
rw10415203,imdbfan-4934815800,-2.0,-2.0,-2.0,-2.0,,-2
rw10415239,imdbfan-5888938320,-2.0,-2.0,,,,-2
rw10413966,congminhvuong,-2.0,,,,-2.0,-2
rw10391655,Aman_Goyal,-1.0,-1.0,-2.0,,-1.0,-1
rw10420305,imdbfan-4479095457,-1.0,0.0,1.0,-1.0,,-1
rw10411566,nuaykuma,-2.0,,-2.0,,,-2
rw10412077,imdbfan-0526967414,-2.0,-1.0,-2.0,-2.0,,-2
rw10414440,Canadian_Amateur_Film_Dude,-2.0,-2.0,,-2.0,-2.0,-2
rw10411519,freefighter-10764,-2.0,-2.0,0.0,,,-2
rw10411779,shandilyaind,-1.0,2.0,1.0,,,-1
rw10417605,Callie_patricia,2.0,2.0,2.0,2.0,2.0,2
rw10418238,sendmesymbols,-2.0,-2.0,-1.0,,,-2
rw10398907,gfgmqtxw,-1.0,1.0,-1.0,,,-1
rw10401099,DarkVulcan29,0.0,1.0,1.0,-1.0,,1
rw10397182,andrewadamsonmc,1.0,2.0,,1.0,1.0,1
rw10412065,ikata-49417,-2.0,,,,-1.0,-2
rw10395210,Chartreuse1,-2.0,-2.0,-1.0,,,-2
rw10390352,Error404_user_not_found,-2.0,-1.0,-2.0,-1.0,,-2
rw10391194,AliensReservoir,-2.0,,,,-1.0,-2
rw10399242,imdbfan-3252789485,-1.0,-1.0,-2.0,,,-1
rw10398407,FloridaMan2021,,,,,-2.0,-2
rw10392817,DoNotComeToTheCinemaDepressed,-2.0,,,-2.0,,-2
rw10435090,thefilmkritic,-1.0,,-1.0,-1.0,,-1
rw10429216,kubrick2899,1.0,2.0,2.0,1.0,,2
rw10398612,Kythorn30,0.0,1.0,-1.0,2.0,,1
rw10395326,waleedyousaf-32979,,-2.0,,,,-2
rw10390801,itzMoviemania,-2.0,,,1.0,,-2
rw10390494,kalininmv,-2.0,-2.0,-2.0,-2.0,,-2
rw10391375,Adepalady-The-Chocolate-Lady,-2.0,-2.0,-2.0,,,-2
rw10402179,rayyankheiri,-2.0,-2.0,,,,-2
rw10390860,imdbfan-9251139977,-1.0,-1.0,,,-1.0,-1
rw10407669,tanemau-14404,-1.0,-1.0,,-1.0,,-1
rw10399409,jmordan-77623,-2.0,,,,,-2
rw10412375,imdbfan-7965395333,-2.0,,-2.0,,,-2
rw10394563,imdbfan-3474323654,1.0,-1.0,,-1.0,1.0,1
rw10417216,imdbfan-5185592915,-2.0,-2.0,-2.0,,,-2
rw10417271,michael-fairbairn-870-209662,-2.0,-2.0,-2.0,-2.0,,-2
rw10417309,ericmontiel-23314,-2.0,-2.0,-2.0,,,-2
rw10395578,samalexander10,-1.0,,-1.0,0.0,,-1
rw10391344,deroldfuss,-2.0,-2.0,-2.0,,,-2
rw10395233,kendoll1968,1.0,,,1.0,,1
rw10398914,everomo,1.0,-1.0,1.0,1.0,,1
rw10398267,cjack-90117,-2.0,,-1.0,-2.0,,-2
rw10405698,imdbfan-3859553477,-2.0,,-2.0,,,-2
rw10405759,imdbfan-7071035980,-2.0,,-1.0,,,-2
rw10417324,flowerlovr5,-1.0,,,-1.0,,-1
rw10398144,luisalbertocamarena,-1.0,-2.0,-2.0,,,-2
rw10399894,phantasmda,-2.0,-1.0,-2.0,-1.0,,-2
rw10398834,rkdpjqhvp,-2.0,-2.0,,,-1.0,-2
rw10407284,aybwon-93745,0.0,,,,,0
rw10395929,shrekgirl482,-1.0,-1.0,,,1.0,1
rw10395682,mavigangi,0.0,-1.0,,1.0,1.0,1
rw10399442,imdbfan-7574884791,-2.0,-2.0,,,,-2
rw10404604,MovieOpinions,-2.0,-1.0,-2.0,,,-2
rw10399088,imdbfan-4077320579,-2.0,,-2.0,-2.0,,-2
rw10401537,imdbfan-1421567223,-1.0,-1.0,-1.0,-1.0,,-1
rw10394628,empiratesantos,-2.0,,,,-2.0,-2
rw10411967,imdbfan-3904000435,-2.0,,-2.0,,-2.0,-2
rw10393720,calebcalebwhitney,-2.0,-2.0,-2.0,,,-2
rw10399100,shashi_dhar71,-2.0,-1.0,-1.0,,,-1
rw10410864,a-j-kelly,-1.0,-1.0,0.0,-1.0,,-2
rw10396309,MaisieDias10,1.0,1.0,1.0,1.0,1.0,1
rw10392372,kmusgrove-95976,-1.0,,,,,-1
rw10400113,imdbfan-4165590858,-2.0,-2.0,-2.0,,,-2
rw10393164,imdbfan-3170908288,-2.0,-2.0,-2.0,,,-2
rw10393299,wlgraymane,-2.0,-2.0,-1.0,-2.0,,-2
rw10390217,Dragonclaw747,-2.0,-2.0,-2.0,-2.0,,-2
rw10398169,nlassen-09127,-2.0,,,,-2.0,-2
rw10400061,imdbfan-0857634564,-2.0,-2.0,-2.0,,,-2
rw10390342,stevenfallonnyc77,-2.0,,,,,-2
rw10415248,chriswsimmons,-2.0,-2.0,,,0.0,-2
rw10390630,arogers321,1.0,-1.0,,,,1
rw10399914,imdbfan-7946592196,1.0,2.0,,1.0,,1
rw10390143,samueljacksonkhan,-2.0,-2.0,-2.0,,,-2
rw10399948,imdbfan-2761026019,-2.0,,,,,-2
rw10393368,hamza_hk91,-2.0,1.0,,,,-1
rw10390166,disconnectedkay,-1.0,-1.0,-2.0,,-1.0,-2
rw10398125,Jigglypuff_11,-2.0,-2.0,-2.0,,,-2
rw10413783,srmavanhoof,-2.0,1.0,,-2.0,-1.0,-1
rw10390831,wmurphy-37462,-2.0,-1.0,,,,-2
rw10391675,chrisw_79,2.0,,1.0,,0.0,2
rw10429442,sncqnkg,0.0,1.0,-1.0,,,1
rw10400418,imdbfan-0584601092,1.0,1.0,1.0,1.0,,1
rw10398180,bwxpgrswc,-2.0,-2.0,,,,-2
rw10393469,elizabethjeanhampton,-1.0,-2.0,-2.0,,,-2
rw10399749,sulepvp,-2.0,-2.0,,,,-2
rw10404239,jramirez-44905,-2.0,,-2.0,,-1.0,-2
rw10426218,amin-29172,-2.0,-2.0,,,,-2
rw10394217,hakansuna,-2.0,1.0,-2.0,,-2.0,-2
rw10394428,TopTenJesus2000,-1.0,1.0,-2.0,,-1.0,-1
rw10410493,imdbfan-3414111841,-2.0,-1.0,-2.0,-1.0,,-1
rw10390487,imdbfan-3507294909,1.0,,1.0,,1.0,1
rw10419254,sexystudent999,0.0,1.0,,,,1
rw10390648,adamcfletcher-243-707764,-1.0,-1.0,1.0,,,-1
rw10390253,FayeIsabelle,-1.0,,,-1.0,-1.0,-2
rw10390999,ianmichel-39514,-2.0,,,,,-2
rw10391358,edmundos-26214,-2.0,-2.0,-2.0,,,-2
rw10391695,Alex_Naran,-2.0,,,,-2.0,-2
rw10396617,boobz-50895,-1.0,-2.0,,,,-1
rw10404782,imdbfan-8729275015,-2.0,-1.0,-1.0,,,-1
rw10410423,imdbfan-0385875960,-2.0,-2.0,,,,-2
rw10402047,ndohmann,0.0,1.0,1.0,1.0,,1
rw10390678,dangarau,-2.0,-2.0,,,,-2
rw10394012,jodysam-84910,-2.0,-2.0,-2.0,,-2.0,-2
rw10405824,pw_customs,-1.0,,-2.0,-1.0,,-1
rw10390937,kuner-59029,-1.0,,-2.0,-1.0,-1.0,-2
rw10394264,nathanvaurela,-2.0,-2.0,-2.0,,,-2
rw10397779,mgelsawi,-2.0,,,-2.0,-1.0,-2
rw10404775,tipranta-97182,-2.0,-1.0,,-1.0,,-2
rw10391088,roddydelagarza-30651,1.0,1.0,1.0,1.0,,1
rw10401004,xaberd-259-700010,1.0,1.0,,-1.0,1.0,1
rw10404751,imdbfan-3549903031,-1.0,,,,,-1
rw10404753,pafuma-146-840247,-2.0,-2.0,-2.0,,,-2
rw10396224,sachin-jhunjhun,-2.0,-2.0,,,,-2
rw10394973,PurpleProseOfCairo,-2.0,-2.0,-2.0,,,-2
rw10393265,jamesjaegerjaquez,-2.0,-2.0,-2.0,,,-2
rw10406803,ahmadsabah-28989,-2.0,-1.0,-2.0,,-2.0,-2
rw10394268,duffbeer-23473,-2.0,,,,,-2
rw10393268,missephifany,-1.0,,-2.0,,,-1
rw10396127,kjmcbrmzby,1.0,1.0,,2.0,,1
rw10394704,hizkiahuwae,-1.0,-2.0,1.0,,,-1
rw10390909,brennan-jones98,0.0,1.0,1.0,1.0,1.0,1
rw10392094,mfalcon64,-2.0,-1.0,-2.0,,,-1
rw10392005,fullrate,-2.0,-2.0,,,,-2
rw10392334,mattholst-78266,-2.0,-2.0,-2.0,-2.0,,-2
rw10393954,raul-verma,-1.0,-2.0,-1.0,-1.0,,-1
rw10406831,chrisupman-69040,-1.0,0.0,-2.0,1.0,,-1
rw10406581,imdbfan-5801193524,-2.0,,-2.0,-2.0,,-2
rw10392007,imdbfan-9355827226,-2.0,-1.0,1.0,,,-2
rw10395752,tabuno,1.0,1.0,,1.0,1.0,1
rw10423656,telegramsam70-458-421247,1.0,2.0,1.0,,,1
rw10391237,jeavzyl-32287,-2.0,,,,-2.0,-2
rw10392947,imdbfan-9995963034,-2.0,-2.0,-2.0,,,-2
rw10397911,milenkomile,-2.0,1.0,-2.0,,,-2
rw10394608,imdbfan-1028537247,-1.0,,1.0,-1.0,-1.0,-1
rw10392165,Vio_Edma,-1.0,-1.0,,,,-1
rw10419540,thehoff,1.0,0.0,1.0,1.0,1.0,1
rw10427142,IMDB_User_Anon,1.0,,,1.0,1.0,1
rw10398246,iramlgarcia,-2.0,-1.0,,,,-1
rw10391969,old52,-2.0,-2.0,,,,-2
rw10399897,imdbfan-1629924161,-2.0,-2.0,-1.0,,,-2
rw10392391,shadowsinthedark001,-2.0,,,,,-2
rw10392510,matthewrgreene,-2.0,,,,,-2
rw10400045,thachnam_nguyen,-1.0,-1.0,-1.0,1.0,,-1
rw10396519,kpassa,-2.0,,,,-2.0,-2
rw10400632,comps-784-38265,-1.0,-1.0,,1.0,,-1
rw10414610,imdbfan-5184745110,1.0,2.0,,1.0,,1
rw10400643,Phildevans,1.0,-1.0,,2.0,,1
rw7306594,brooke-98054,-2.0,,-2.0,0.0,,-1
rw10390757,deanhajari,-2.0,-2.0,-2.0,,,-2
rw10390987,omairajmal2007,-2.0,-2.0,,,,-2
rw10392310,Sam56800,-1.0,-2.0,-2.0,-2.0,,-2
rw10406591,imdbfan-0050514260,-1.0,-1.0,-1.0,-1.0,,-1
rw10405404,escalanteyulian-86876,-2.0,-2.0,1.0,,,-2
rw10406742,Pawrabid,-2.0,-2.0,-2.0,,,-2
rw10394760,chogan9,0.0,-2.0,,,0.0,0
rw10419545,Skamiiii,-2.0,-2.0,-2.0,-2.0,,-2
rw10405582,adrian-eljasiak,-2.0,-1.0,,-1.0,,-2
rw10393273,courtlandm,-2.0,-2.0,-2.0,,,-2
rw10393048,willbevm,-1.0,-2.0,-2.0,-1.0,,-1
rw10395713,imdbfan-8007688793,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10404276,imdbfan-2786279369,-2.0,-2.0,-2.0,-2.0,,-2
rw10404176,imdbfan-7809424351,-2.0,-2.0,,-2.0,-1.0,-2
rw10390799,robert_readinger,1.0,1.0,,,,1
rw10393671,gabocol-30955,0.0,-1.0,1.0,-1.0,,0
rw10404311,imdbfan-2861644862,-2.0,-2.0,,,,-2
rw10404161,imdbfan-1849453673,,,,,,-2
rw10394276,imdbfan-5953223651,1.0,,,,,1
rw10416779,imdbfan-2594323873,-2.0,-1.0,-2.0,-2.0,,-2
rw10411970,imdbfan-2043711442,-2.0,,-2.0,,,-2
rw10390874,SpicyBlank,-2.0,,,,,-2
rw10396035,chrissimonsen-13360,-2.0,-2.0,,-2.0,-2.0,-2
rw10404354,imdbfan-2305417781,-2.0,-1.0,-2.0,-2.0,,-2
rw10416792,imdbfan-8176731017,-2.0,-1.0,-2.0,,,-2
rw10403811,ryallica-29961,-2.0,,,,,-2
rw10396767,matigill-539-163523,0.0,2.0,1.0,2.0,,1
rw10414465,honest_rating,-1.0,1.0,,,,1
rw10391804,akpeterparker,-1.0,1.0,,0.0,-1.0,-1
rw10404324,j-tsukineko,-2.0,-1.0,-2.0,-1.0,,-2
rw10414129,imdbfan-8266765402,-2.0,,,-2.0,,-2
rw10416613,imdbfan-5870498245,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10402534,bo_hessin,-2.0,,,,-2.0,-2
rw10416681,imdbfan-8824710131,-2.0,-2.0,,,,-2
rw10400818,comanchea,-2.0,,,,-1.0,-2
rw10402108,chammouth,0.0,2.0,-1.0,,1.0,-1
rw10397119,asha_cole,1.0,1.0,1.0,2.0,,2
rw10390983,cutie7,-1.0,1.0,0.0,,,-1
rw10416332,imdbfan-8839881115,-2.0,-2.0,-2.0,,-2.0,-2
rw10399535,kskcstw,-2.0,-1.0,,,,-2
rw10402520,antiokh,-1.0,-1.0,-1.0,,0.0,-1
rw10416409,imdbfan-8595696363,-2.0,-2.0,-2.0,,-2.0,-2
rw10416693,imdbfan-0930682130,-2.0,1.0,,,,-2
rw10416354,imdbfan-6369623390,-2.0,,-2.0,-2.0,,-2
rw10402676,imdbfan-8026870624,-1.0,,,-2.0,-1.0,-1
rw10393976,ygfwxzvw,1.0,2.0,2.0,,1.0,1
rw10396157,TotoReviews,-2.0,,-2.0,,,-2
rw10398007,rodozul,-2.0,,-2.0,,,-2
rw10404610,tchitouniaram,-1.0,,,,-1.0,-1
rw10398159,lucasvanhoutven,-2.0,,,,,-1
rw10392097,fleetwayarchieidw,-2.0,,,,,-2
rw10392992,ioannisnikandros,-2.0,-2.0,,1.0,,-1
rw10398096,emrod-46002,-2.0,-2.0,,,,-2
rw10396921,ggxzbrt,-2.0,1.0,-2.0,2.0,,-1
rw10397084,markflorida-55401,-1.0,-2.0,,1.0,,-1
rw10405672,chapplaystation,-2.0,-2.0,-2.0,,,-2
rw10432152,imdbfan-5093337968,-1.0,2.0,1.0,1.0,,1
rw10407052,dannyidep,1.0,,-1.0,2.0,,1
rw10392756,imdbfan-6364699598,,,-2.0,-2.0,,-2
rw10392738,ronfinsfan,-2.0,-2.0,,,,-2
rw10391955,pcarlssons-32546,-2.0,-2.0,-2.0,-1.0,,-2
rw10404304,uhetfpxfg,-2.0,,-2.0,,,-2
rw10394950,danielgrynines,0.0,,,,1.0,0
rw10428477,imdbfan-6005998812,-2.0,,-2.0,,,-2
rw10397711,m_faramarzi,,-1.0,-1.0,,,-1
rw10397357,orchy-21169,-2.0,,,,-1.0,-1
rw10395658,andielaps,-2.0,-2.0,-2.0,,,-2
rw10405975,virkabdullah,-2.0,-2.0,-2.0,,,-2
rw10404456,anitachrisley,-2.0,,-2.0,-2.0,,-2
rw10404646,leonelleandro,-2.0,-2.0,-2.0,,,-2
rw10398469,alwazewatching,-2.0,-2.0,,,-2.0,-2
rw10392716,A_Boydude_Reviews,1.0,1.0,2.0,1.0,,1
rw10398782,wtxdrtsm,1.0,1.0,,2.0,,1
rw10397792,imdbfan-4503179206,,-2.0,-2.0,,-1.0,-2
rw10397139,thedarkreprise,-2.0,-2.0,-2.0,,-2.0,-2
rw10397749,lagger-boyie,-2.0,-1.0,-2.0,,-2.0,-2
rw10395705,nitelak-11560,-2.0,-2.0,,,,-2
rw10397435,jenzabd,-2.0,-1.0,,,-1.0,-1
rw10398938,Sandra-durand80,-1.0,-1.0,,1.0,,-1
rw10405998,imdbfan-4852300320,-2.0,-2.0,,,,-2
rw10432125,krys-03592,,,1.0,1.0,1.0,2
rw10428962,lauraruthloney,0.0,,-1.0,2.0,,0
rw10396391,talel-02642,-2.0,,,-1.0,,-2
rw10397926,swilkens-70825,-2.0,-2.0,-2.0,-2.0,-2.0,-2
rw10395067,YukiTouhou,-2.0,-2.0,-2.0,,,-2
rw10391840,dwkdsx,-2.0,-2.0,,,,-2
rw10406797,engrzeeshankhanniazi-64376,-2.0,-2.0,-2.0,,-2.0,-2
rw10390147,imdbfan-1599100141,-1.0,-2.0,0.0,,,-1
rw10393340,icminindy,-2.0,-1.0,-2.0,-1.0,-2.0,-2
rw10393159,akmalaries,,-2.0,0.0,,,-2
rw10420302,lindsayhover,1.0,0.0,,1.0,,1
rw10390592,imdbfan-3934603421,-1.0,-1.0,-2.0,-1.0,,-2
rw10390226,imdbfan-2487275822,-1.0,0.0,-1.0,1.0,,-1
rw10391599,mmueller-luedenscheid,-2.0,,,,-2.0,-2
rw10404769,imdbfan-5691458197,-2.0,,,,,-2
rw10393190,pjhender,-2.0,-1.0,,0.0,,-2
rw10430782,katelyn-90293,1.0,1.0,,1.0,,1
rw10393207,manueljose410,1.0,2.0,2.0,1.0,,1
rw10391413,Eric_Tweener,0.0,,-1.0,1.0,,0
rw10404785,imdbfan-3009972016,-2.0,-2.0,-2.0,-1.0,-2.0,-2
rw10398841,imdbfan-2589828701,-1.0,-2.0,,,,-2
rw10398023,imdbfan-1449910010,-2.0,,,,-1.0,-2
rw10394435,deanmiller-41809,-2.0,,,,-1.0,-2
rw10398338,imdbfan-5144965804,-2.0,-2.0,-1.0,,-1.0,-2
rw10396251,kcuth-67953,-2.0,-2.0,,,,-2
rw10398230,DonPedro99,-2.0,,-2.0,,-1.0,-2
rw10392815,imdbfan-9456142087,-2.0,-2.0,-2.0,,,-2
